new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,TEMP,IMPERIAL WESTERN PRODUCTS,,,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14189,AMERICOLD LOGISTICS CO., LLC,90,50000.00,False,False,accountspayable@americold.com,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14597,YOUNG DUONG RESTAURANT,0,0.00,True,False,,PAST DUE,250.00,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14698,A&M LIVESTOCK,,,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14285,HILMAR HOLSTEINS, INC,30,100000.00,False,False,HILMARHOLSTEINS@AOL.COM,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,15130,PASTA CUCINA RUSTICA,1,1.00,False,False,,SHORT PAID INV 807986 SERVICE DATE 4/29/16 B=THEY HAVE A BALANCE OF $160.00. lEFT VALERIE A MESSAGE 5/26,160.00,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14992,WING HING FOODS,N/30,10000.00,False,False,,CONTACT KEN FOR PAYMENT V2,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14387,CHARLI MARRONE,30,500.00,False,False,,**GREASE TRAP ONLY**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,201195,ABS PROPERTY MANAGEMENT,1,1.00,False,False,,NO TERMS / NEED PAYMENT AT TIME OF SERVICE,0.00,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,EMP,IMPERIAL WESTERN PRODUCTS,,,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,,HIGH NOON DAIRY,30,50000.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14664,FIVE STAR GOURMET,30,50000.00,False,False,ACCOUNTING@FIVESTARGOURMETFOODS.COM,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14537,RED RIBBON BAKE SHOP,30,25000.00,False,False,'LAWRENC.FIGUERES@JOLLIBEEUSA.COM',**CHICKEN MARINADE**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14948,SPOTLIGHT 29 CASINO,30,50000.00,False,False,sgralla@29palmsbomi-nsn.gov,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14882,NGL CRUDE LOGISTICS, LLC,30,100000.00,False,False,biodiesel@nglep.com,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,15104,MARISCOS LA FIESTA,1,1.00,True,True,,LOCKED: OWES US $300.00 FOR SERVICE ON 3/31/16. HAVE LEFT OWNER MARTIN MESSAGES. THIS AMOUNT MEEDS TO BE COLLECTED BEFORE ANY OTHER SERVICE.,300.00,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14725,BEIJING CITY,COD,1.00,False,False,YZHAO@SAN.RR.COM,COLLECT CHECK AT TIME OF SERVICE!!,0.00,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,11844,F&J #3,40,50000.00,False,False,,Silage Only,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14292,D & V Dairy,N30,100000.00,False,False,Jacevanderham@gmail.com,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,1544,DAVID VANDER SCHAAF DAIRY,30,50000.00,False,False,DAVIDTED88@YAHOO.COM,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,200980,GASLAMP POPCORN,,,False,False,LESLIE@GASLAMPPOPCORN.COM,**CO-WEST CUST**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,15011,SAPPRO SUSHI,1,1.00,False,False,,,202.50,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14598,JASMINE MEDITEREAN,1,1.00,False,False,,OK TO SERVICE,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,15155,DEER CREEK DAIRY,30,25000.00,False,False,,SILAGE,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14666,FARMER BOYS/BAKERSFIELD,NET30,1000.00,False,False,,OK TO SERVICE,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14187,Meadow Gold Dairies,0,50000.00,False,False,andy_couch@deanfoods.com,Going to pay COD per Matt.P,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,15043,C ROCHA ENTERPRISES,,,False,False,CHRISROCHA775@YAHOO.COM,**PREPAY UNTIL CRD APP IS RECEIVED AND TERMS ARE DECIDED**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14202,FOSTER POULTRY FARMS,30,50000.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14390,C.V. RESCUE MISSION,30,600.00,False,False,,**GREASE TRAP ONLY**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14388,LA TABLITA,30,500.00,False,False,,**GREAT TRAP ONLY**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14834,NATURE'S ONE,INC.,30,25000.00,False,False,LORETTA.FISH@NATURESONE.COM,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14998,BARNHART'S TECH,COD,1.00,False,False,PATCHPLUGMAN@CS.COM,**COD ONLY**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14791,PACIFIC RENEWABLE PRODUCTS,1,0.00,False,False,,**PREPAY CUST**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,4931,FRANK BORGES DAIRY,30,25000.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14314,Safeway,30,5000.00,False,False,,**PICKING UP LIQUID WASTE**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14557,CORY MARSH,N0,0.00,False,False,,**PREPAY SILAGE ONLY**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14389,PUEBLO VIEJO GRILL,,,False,False,,**GREASE TRAP ONLY**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14452,LOS PANCHOS- EL CAJON,1,1.00,True,False,,OKAY TO SERVICE: OWES US $40.00 SERVICE DATE 3/31/16. Owner Manuel is looking into if this was paid or not.,40.00,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14386,SHIELDS DATE GARDEN,30,500.00,False,False,,**GREASE TRAP ONLY**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,,ASI ES JALISCO BIRRIERIA,1,1.00,True,False,,Locked- Owes us $45.00 from 3/31/16 service. I have left multiple messages with Jose need to collect this before next service.,0.00,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,201196,EL RANCHO MEXICAN RESTAURANT,0,1.00,False,False,,NO TERMS-NEED PAYMENT AT TIME OF SERVICE,0.00,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14210,Universal Waste System Inc,30,25000.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14630,DARRELL KUIPER DAIRY-SILAGE,30,50000.00,False,False,DKUIPER@JUNO.COM,**SILAGE ACCT ONLY**,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,15093,CHICKEN MAISON-SANTA ANA,1,1.00,True,False,,OWES US $300.00 FOR SERVICE DATE 3/23/16. LEFT MESSAGE WITH 1ST COMMERCIAL REALTY GRO FOR PAYMENT.,300.00,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,13899,ATHENS SERVICES,N30,30000.00,False,False,ATOVAR@ATHENSSERVICES.COM,Cut's Checks Once a Month!! **Pay's on 1st***,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,15091,JACKS & TOOLS DE COLOMBIA,30,5000.00,False,False,www.jytcolombia.com,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14837,WHOLE ENERGY FUELS CORPORATION,10,25000.00,False,False,atul@whole-energy.com,Glycerin,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14594,INTEGRITY RECYCLING & WASTE,30,25000.00,False,False,,CUTS CHECKS ON 15TH OF EVERY MONTH,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,201044,LAGUNA GRILL,1,1.00,False,False,,NEED TO COLLECT AT TIME OF SERVICE,0.00,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,12367,GOLDEN GATE ENVIRONMENTAL,,,False,False,,offset account only-no credit terms - micheal pires,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,EMP,IMPERIAL WESTERN PRODUCTS,,,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,6772,JAMES AHLEM DAIRY,%NCRI30,50000.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,200134,EC SMACK MARKETING, INC.,%NCRI0,1.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14336,SELLERS PETROLEUM,N30,25000.00,False,False,DAVES@SELLERSPETROLEUM.COM,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,PENDING,BIMBO BAKERIES,,,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,8514,SOUTHERN CROSS DAIRY,%NCRI30,15000.00,,,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,10370,KEMPLER & CO., INC.,N5,500000.00,False,False,billing@kemplerenergy.com,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,15061,AMERICAN CHEMICAL SUPPLY,PPD,1.00,False,False,JRSNEED@LIVE.COM,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,14107,MGM RESORTS - THE MIRAGE,N30,10000.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,10851,13 TONS, LLC,%NCRI30,0.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,200119,DENNY'S-HH,%NCRI0,1.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,8200,PABLO JAVIER CASAS ARMAS,%NCRI7,0.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,5752,MAJESTIC #2,%NCRI30,15000.00,,,locked 6/23/09-mn,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,15253,FIVE & TWO FOOD SERVICE,1,1.00,True,False,,NEED METHOD OF PAYMENT,0.00,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,54,FRED DE BOER HEIFER,%NCRI30,25000.00,,,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,13975,PURE EARTH ENERGY RESOURCES,N30,25000.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,200946,MC DONALDS #23304,%NCRI0,1.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,11028,A.W. COULTER, INC.,%NCRI10,1000.00,,,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,6914,WESTWAY FEED PROD LLC/HEREFORD,%NCRI30,250000.00,False,False,2813512115@myfax.com,EH INSURANCE BASED ON HOME OFFICE.,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,200551,VIE DE FRANCE,%NCRI0,1.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,200512,TAQUERIA GUERRERO,1,1.00,True,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,824,VP FARMS,%NCRI30,60000.00,False,False,,BILL ADAMS TO CONTACT CUSTOMER Pay's on the 1st,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,200174,FONTANA CARWASH/BEST LUBE&TUNE,%NCRI0,1.00,False,False,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,8554,AREIAS BROS DAIRY INC,%NCRI30,10000.00,,,,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,6962,GAYTON FOODS,%NCRI15,1000.00,,,locked 4/14/09-mn,,,1
new_bos,COMPANY,terms,CreditLimit,GT LOCK,CCOF,E-MAIL,akert,Past Due,200011,ALBERT'S RESTAURANT,NET1,1.00,True,False,,NEED METHOD OF PAYMENT PRIOR TO SERVICE OR COD AT THE DOOR,,1
